qRg,(qRg)^2*I(q)/I(0),(qRg)^2*I(q)/I(0)_err,
0.11440467627319771,0.017168738704241706,0.001832806361242397,
0.12530035990945373,0.014586822965612532,0.0011606052398799955,
0.13619604354570977,0.017561214082986627,0.0011602280054767782,
0.14709172680046767,0.021779247196953563,0.0011057960552867702,
0.15798741043672368,0.025590540108356378,0.0010351022305334137,
0.16888309369148163,0.028794383671217172,0.001001738806669325,
0.17977877732773764,0.03240983494016023,0.0010348954604170008,
0.19067446058249554,0.03708244279245966,0.0011073203272035305,
0.20157014421875155,0.040438780944133494,0.0011790397340211349,
0.21246582785500762,0.04423515076701644,0.0012991983566875633,
0.22336151110976551,0.04933168427473679,0.0014211269517948573,
0.23425719474602152,0.05402171550767893,0.001521404962947367,
0.24515287800077948,0.05905424018270596,0.001615850808930219,
0.2560485616370355,0.06363737732100073,0.0017013372112338776,
0.2669442448917934,0.06921588453718747,0.0018053317406222817,
0.2778399285280494,0.07560790270415425,0.0019425118474589722,
0.28873561216430543,0.0803578462804296,0.00206825426591308,
0.29963129541906336,0.08414998796692238,0.0021400854187032647,
0.3105269790553194,0.09206009882155923,0.0022616388548324083,
0.3214226623100773,0.10302513063592661,0.002432390246407241,
0.3323183459463333,0.10377207833456834,0.0025112326599268844,
0.3432140292010912,0.11514634397046963,0.0026813581912492486,
0.35410971283734727,0.12084499295684754,0.0027607182987816146,
0.3650053964736033,0.12969651019282388,0.002879604750939852,
0.3759010797283612,0.13743230679838211,0.003131384320081411,
0.3867967622201229,0.1446548482148098,0.00314266293920899,
0.39769244738237136,0.15199653091260998,0.0032600272747009746,
0.40858812872963873,0.1621576318539727,0.0034778067293952265,
0.4194838138918872,0.16997926024506388,0.003610668214909478,
0.43037949523915453,0.17575491639200033,0.0037962478117250743,
0.441275180401403,0.18316491368780133,0.003824543339179718,
0.4521708655636515,0.19279486693398212,0.0040186769286839705,
0.4630665469109188,0.2001885728574567,0.00416735502482194,
0.4739622320731673,0.20064888183912047,0.004003894085898278,
0.4848579134204347,0.21277869285597456,0.004124962528677926,
0.4957535985826831,0.2239817827134058,0.004120464401169321,
0.5066492799299505,0.23902093506478447,0.004294868237487835,
0.5175449650921989,0.2428658545521405,0.004328576800869347,
0.5284406502544474,0.2575658846420801,0.004448982355665446,
0.5393363316017148,0.26574010894844696,0.004538640708568447,
0.5502320167639633,0.2698628258937227,0.004653622892612386,
0.5611276981112306,0.2787297054818623,0.00476295967675618,
0.5720233832734791,0.29215713365763735,0.004840209644986844,
0.5829190646207464,0.30657376004063885,0.00499786192813335,
0.5938147497829949,0.3159233381253271,0.005058612674536101,
0.6047104311302623,0.32403133589893246,0.005209011248693793,
0.6156061162925108,0.3406475963349035,0.0053173363019800605,
0.6265018014547593,0.3426426907220238,0.005408398367121816,
0.6373974828020266,0.35527446386938644,0.00553560034219514,
0.648293167964275,0.36369097890132834,0.005618957153542549,
0.6591888493115424,0.3782020433132488,0.005775038260221097,
0.6700845344737909,0.38783688008443395,0.005901774941859865,
0.6809802158210583,0.3990100846311982,0.005989908550840497,
0.6918759009833068,0.4030088603917834,0.006156940546333299,
0.702771582330574,0.4083409696862034,0.006207339797419969,
0.7136672674928225,0.4284732146688197,0.0063764933630823745,
0.724562952655071,0.43865750929904596,0.006571792372826602,
0.7354586340023384,0.4371412804805952,0.006537605083300555,
0.7463543191645868,0.46341627949646524,0.006793991448265866,
0.7572500005118542,0.4783134167325119,0.00684358974327976,
0.7681456856741026,0.47795507174209595,0.007017759046069917,
0.77904136702137,0.49514409571478907,0.007193939532860473,
0.7899370521836184,0.5001228984066873,0.0072006463980944435,
0.8008327335308859,0.5126587851171952,0.0074027176476178964,
0.8117284186931343,0.5224134986931488,0.007491678868194459,
0.8226241038553828,0.5462005561676386,0.007695302830465623,
0.8335197852026502,0.5449016050580122,0.007816306253060349,
0.8444154703648985,0.5688022695261267,0.007917832916450082,
0.855311151712166,0.567427631252826,0.00806996051572041,
0.8662068368744145,0.5848835708258444,0.00822493257633779,
0.8771025182216818,0.5912584731758579,0.008350692238936197,
0.8879982033839303,0.6023495496972854,0.008416557287950144,
0.8988938847311977,0.6284027124992251,0.008682468221912177,
0.9097895698934462,0.6142167718841995,0.00871520632531536,
0.9206852550556945,0.6347507693692944,0.008879236220758755,
0.9315809364029619,0.6650621882348008,0.009053592527424171,
0.9424766215652104,0.6694562980083343,0.009162759005613,
0.9533723029124778,0.6736469686284683,0.009323592783552017,
0.9642679880747262,0.694963253026158,0.009438870571338676,
0.9751636694219936,0.7034769568156256,0.009594606446864157,
0.986059354584242,0.695749806675621,0.009745338871362402,
0.9969550359315094,0.7160192027490915,0.009820796856655586,
1.007850721093758,0.7358120946173321,0.010065894474770623,
1.0187464062560063,0.73687526279663,0.010058894591285599,
1.0296420876032737,0.7273773696390102,0.010317340718057523,
1.040537772765522,0.7616367808761039,0.01043133282868552,
1.0514334541127894,0.766048438743701,0.010573666576416329,
1.062329139275038,0.7644876135869179,0.010973030794044485,
