qRg,(qRg)^2*I(q)/I(0),(qRg)^2*I(q)/I(0)_err,
0.13179112276016183,0.018652706347817263,0.0016373943980499566,
0.1443426584704037,0.017372503745584578,0.0010590780921768122,
0.1568941941806456,0.023941557914349352,0.0010657112873201445,
0.16944572945141187,0.03034843687973606,0.0010153733532887546,
0.18199726516165377,0.03285670561404932,0.0009439232552952486,
0.19454880043242007,0.0373962952626415,0.0009148413661480691,
0.20710033614266196,0.04448233417483491,0.0009454158528487914,
0.21965187141342823,0.04787894250545094,0.0010074704896688052,
0.2322034071236701,0.05310784762175622,0.0010698648739495573,
0.24475494283391203,0.06177015549113085,0.001179927236375936,
0.25730647810467827,0.071208290443765,0.0012969100564771475,
0.2698580138149202,0.07278099711410332,0.0013763800958334763,
0.2824095490856865,0.08312105590518003,0.0014637974310839313,
0.29496108479592836,0.0881063591405967,0.0015425494938117936,
0.30751262006669466,0.09504929395160709,0.0016378522127651549,
0.32006415577693653,0.10456018205221543,0.0017511352737792252,
0.33261569148717846,0.1079201492579915,0.0018650409725081258,
0.3451672267579447,0.11962054774507769,0.00193473219736485,
0.3577187624681866,0.12663467253386612,0.0020377944412045238,
0.3702702977389529,0.12882062200716174,0.0021728587297150893,
0.38282183344919474,0.14269493841471523,0.0022629333371730538,
0.39537336871996104,0.14611918357007722,0.002390570817592246,
0.40792490443020296,0.15982563565411556,0.002478149648571568,
0.42047644014044483,0.1650147685176378,0.002573167840869502,
0.43302797541121113,0.17165629573138633,0.0027919022532400845,
0.4455795098030262,0.18861267232738266,0.002806140648930817,
0.45813104727117054,0.199839387744349,0.002927248823868435,
0.4706825803445588,0.21069771488552969,0.0031082437682162403,
0.4832341178127031,0.22022811187236888,0.0032245815666304125,
0.49578565088609133,0.22868266989088012,0.003396650387534669,
0.5083371883542356,0.2436737761569569,0.00342119014181555,
0.52088872582238,0.2507103948297153,0.003605772250746116,
0.5334402588957682,0.2599047692670259,0.003735556131773474,
0.5459917963639125,0.2678123075600871,0.003599107439926961,
0.5585433294373008,0.28377188907894646,0.0037058344935335143,
0.5710948669054451,0.293505196326352,0.0036920430821636833,
0.5836463999788334,0.3048846572776298,0.0038315081401027284,
0.5961979374469777,0.3140218312248743,0.0038732078318385035,
0.6087494749151219,0.3259907394026273,0.003974695657131033,
0.6213010079885103,0.33513664507423657,0.00405620237037575,
0.6338525454566546,0.34958571727929927,0.004168867013281221,
0.6464040785300428,0.3659798938688563,0.004270175514441537,
0.6589556159981871,0.3710531464266436,0.004326640125722535,
0.6715071490715754,0.37938056087287864,0.004456280339262169,
0.6840586865397197,0.4016073547728765,0.004519682642093819,
0.696610219613108,0.40138857787518417,0.00464837809956502,
0.7091617570812523,0.42739419944531903,0.004737093942017596,
0.7217132945493966,0.4367962997767053,0.004840996475903433,
0.7342648276227849,0.4479507603060871,0.0049540488259498285,
0.7468163650909292,0.4551356389115569,0.0050221517247379345,
0.7593678981643174,0.48392086111887855,0.0051723901559286,
0.7719194356324617,0.48927784072196945,0.005270672354448761,
