qRg,(qRg)^2*I(q)/I(0),(qRg)^2*I(q)/I(0)_err,
0.10105337157356006,0.010910616284366728,0.0010425212303536253,
0.11067750236007833,0.01222049603464923,0.0006697431725702998,
0.1203016331465966,0.015231883176595285,0.0006789472251055987,
0.1299257635961385,0.0177852160924755,0.0006462707579206167,
0.13954989438265678,0.020704161705781304,0.0005997250258153422,
0.14917402483219872,0.021866872086559488,0.0005771591560230734,
0.15879815561871696,0.025186234724984012,0.0006009626710477009,
0.16842228606825888,0.027856412863838945,0.0006442191062673348,
0.17804641685477712,0.03269013899422194,0.0006944509923108583,
0.18767054764129543,0.03396934850791554,0.0007622140757073385,
0.19729467809083734,0.03856757147023055,0.0008365929765577398,
0.2069188088773556,0.0433386277847665,0.0009014412126606066,
0.21654293932689753,0.045801044414917606,0.0009563125585149645,
0.22616707011341577,0.05060637371246923,0.0010090523769917105,
0.2357912005629577,0.05280146008999502,0.0010710271182568234,
0.24541533134947596,0.058732411696517786,0.0011502065505273882,
0.25503946213599427,0.06248489891365864,0.0012278250902070216,
0.2646635925855362,0.06866806805809715,0.0012800230613159934,
0.2742877233720544,0.07384758504022397,0.0013514384421702123,
0.28391185382159634,0.07800739684942047,0.001444293558916572,
0.2935359846081146,0.08646268495509797,0.0015062649943256687,
0.3031601150576565,0.09333418958302442,0.0015984683244722661,
0.3127842458441748,0.09710371457725367,0.0016504095336114092,
0.32240837663069305,0.10091257782912445,0.0017104487636629157,
0.33203250708023496,0.1060635565867794,0.00186263074364018,
0.3416566368558242,0.11022783876101801,0.0018665017148435457,
0.35128076899024785,0.11800744997828087,0.0019440585872754156,
0.360904897754908,0.1257180031611643,0.0020678507854957773,
0.3705290298893317,0.12936021829459224,0.0021369319647274827,
0.38015315865399185,0.13852658466326057,0.0022604564501925227,
0.3897772907884155,0.14427694407676045,0.0022769763088208495,
0.3994014229228392,0.14611852844168172,0.0023839887007344805,
0.4090255516874993,0.1560826716620617,0.002480967616228526,
0.418649683821923,0.17015393010796737,0.002409696800304897,
0.4282738125865832,0.1724747292704218,0.0024631716401995207,
0.43789794472100685,0.18149862153710025,0.002469310930951135,
0.447522073485667,0.18496497812797016,0.0025492455161470764,
0.45714620562009073,0.19551146955235657,0.0025832677071301207,
0.4667703377545143,0.1957619192113871,0.00263175313334786,
0.47639446651917455,0.20847633139303015,0.0026972906327125032,
0.4860185986535982,0.22148567809179925,0.0027886792833942916,
0.4956427274182584,0.22417796444470392,0.0028325258401170126,
0.505266859552682,0.2327672976363529,0.0028844225639468443,
0.5148909883173421,0.24115559367362419,0.002967235509439983,
0.5245151204517658,0.24781737821607924,0.003001206516687145,
0.5341392492164261,0.25819843724055913,0.003097799809235563,
0.5437633813508498,0.2690841643253212,0.0031611267123770087,
0.5533875134852734,0.27509175931419094,0.0032255543933197416,
0.5630116422499336,0.28071457298619756,0.003286340231751684,
0.5726357743843572,0.29382418773609825,0.0033513873316899675,
0.5822599031490174,0.3025464957039558,0.003434000881576112,
0.591884035283441,0.3118430954496187,0.003512907844976768,
0.6015081640481013,0.3203697609277632,0.003565509986775155,
0.6111322961825248,0.3306390914079903,0.0036772290478910676,
0.6207564249471851,0.34333840780836655,0.003710000051073474,
0.6303805570816087,0.3414945528245129,0.0037887659740372896,
0.6400046892160324,0.35924192538704924,0.003913010227710151,
0.6496288179806925,0.3675892016323268,0.003912164106638098,
0.6592529501151162,0.3795632118501893,0.0040558965510927025,
0.6688770788797763,0.38592614362469413,0.00407199384385117,
0.6785012110142,0.40197928285937284,0.004204172225781209,
0.6881253397788601,0.3996631521688358,0.004278578840062174,
0.6977494719132838,0.4207366539828023,0.004315597661190986,
0.7073736006779441,0.4170356239916208,0.004404827910121529,
0.7169977328123677,0.44050965145642224,0.004481683173455468,
0.7266218649467914,0.45128485919822836,0.004588186346993856,
0.7362459937114516,0.45107119629106984,0.004654286299775626,
0.7458701258458752,0.46824623904966484,0.004715751387416298,
0.7554942546105354,0.4687619372012937,0.004809296886551046,
0.7651183867449591,0.480552670241072,0.004901308414433183,
0.7747425155096193,0.4956073411855128,0.00498963035668129,
0.784366647644043,0.5037914698590255,0.0050271931460157985,
0.7939907764087031,0.5119663932875367,0.005150561842659997,
0.8036149085431268,0.5152326742398096,0.005201157923673738,
0.8132390406775505,0.5314485415200916,0.005298944174278625,
0.8228631694422106,0.5304493405980927,0.005368558141810604,
0.8324873015766343,0.5496958119619705,0.005447640692070006,
0.8421114303412944,0.5619213743314798,0.00555183040944376,
0.851735562475718,0.5543505126620787,0.005591909973722315,
0.8613596912403783,0.5869494006827249,0.005711696943688261,
0.8709838233748018,0.585365446672701,0.005821603460356617,
0.8806079521394621,0.5929593062013697,0.00584669346041842,
0.8902320842738857,0.6123173616316596,0.0059888574975842995,
0.8998562164083094,0.6137747687249415,0.005989762965762176,
0.9094803451729695,0.6431510706352914,0.00619481124346874,
0.9191044773073932,0.6344979550741413,0.0062000941189836335,
0.9287286060720533,0.6309599858813687,0.006285064810292616,
0.938352738206477,0.6501294808732709,0.0065409899780019785,
0.9479768669711371,0.6769418213655907,0.006734116901059841,
0.9576009991055608,0.6810117534586779,0.006821082934722762,
0.9672251278702211,0.6844186729491732,0.006963257736473375,
0.9768492600046447,0.7108902022076137,0.00703182492436273,
0.9864733921390684,0.6941758962467146,0.007164306186808586,
0.9960975209037286,0.7089132728881437,0.007259058679163301,
1.005721653038152,0.7229602395875686,0.007386085672657341,
1.0153457818028124,0.7408352032546108,0.00750577235515336,
1.0249699139372361,0.7504747634980248,0.007615109107939089,
1.0345940427018963,0.7590257319057655,0.007761126451670648,
1.04421817483632,0.7697679381774557,0.007858341495401835,
1.05384230360098,0.7786626587822097,0.008013636457781474,
1.0634664357354038,0.7867849779963821,0.008133555927895582,
1.0730905678698273,0.8018060513294136,0.008273117728280386,
1.0827146966344876,0.7941160830507488,0.0083471227474332,
1.092338828768911,0.8242993070784977,0.00852628403167533,
1.1019629575335714,0.8312489746580152,0.008611021615980029,
1.111587089667995,0.841683520881962,0.00879237360463432,
