qRg,(qRg)^2*I(q)/I(0),(qRg)^2*I(q)/I(0)_err,
0.11773766017613109,0.012974402878314195,0.002341055174064626,
0.12895077085605422,0.01440054533810428,0.0015084956145116916,
0.1401638815359774,0.018141182030402107,0.001516246197549979,
0.15137699182328812,0.023748316207996206,0.0014363331362922706,
0.16259010250321126,0.027423456893293292,0.0013442324600336391,
0.17380321279052205,0.03034597297416187,0.0013038725859536027,
0.1850163234704452,0.03462745447257072,0.0013415661801619476,
0.19622943375775592,0.037701262078211686,0.0014246979509145719,
0.20744254443767907,0.045096233783417594,0.0015180530734210352,
0.21865565511760224,0.05011435343006541,0.0016677922644135169,
0.229868765404913,0.051980593512854584,0.0018147986968409812,
0.24108187608483614,0.0593866345865092,0.0019360643412764575,
0.2522949863721469,0.06389086698425686,0.0020580082711025914,
0.26350809705207007,0.06765615702350102,0.002159244425163346,
0.27472120733938077,0.07615821138386654,0.0022980543876518393,
0.2859343180193039,0.08151973620831386,0.002451979569694258,
0.2971474286992271,0.08687054381330508,0.0026176843877381505,
0.30836053898653787,0.08881490565355243,0.0027031135059178697,
0.319573649666461,0.10347305242792519,0.002867289817583096,
0.33078675995377177,0.10612586272349457,0.0030471292155621194,
0.34199987063369486,0.11687814251693426,0.0031864679008647826,
0.3532129809210056,0.13187906875067676,0.0033870961539101676,
0.3644260916009288,0.12501544752288074,0.0034690354845923824,
0.37563920228085196,0.13530036643053106,0.003608453440391899,
0.3868523125681627,0.15012171444174482,0.003946966072483573,
0.39806542207024864,0.14362408079510244,0.003948863981964427,
0.40927853432062145,0.1610017400793825,0.00412483564270888,
0.42049164264487016,0.16581519856448765,0.004360785579566009,
0.4317047548952429,0.1739321609353998,0.004515123179956986,
0.4429178632194916,0.18273123464499794,0.004764439491272932,
0.4541309754698644,0.19318359780397898,0.00479702955991646,
0.46534408772023717,0.194275345092535,0.0050446466649131045,
0.4765571960444859,0.20680896499923862,0.005234823622680391,
0.4877703082948586,0.22256189112201455,0.005075421676276203,
0.49898341661910744,0.22686200989616145,0.005197442372616008,
0.5101965288694801,0.2367784842129236,0.005196710770771709,
