qRg,(qRg)^2*I(q)/I(0),(qRg)^2*I(q)/I(0)_err,
0.10344686288976522,0.010750360017230252,0.0007368141460901857,
0.11329894523400846,0.01228258174748247,0.0004790332947477174,
0.12315102757825172,0.015070646944410073,0.00048276059759717085,
0.1330031095775372,0.01699162460266578,0.00045862386240538996,
0.14285519192178042,0.019620436368349214,0.0004246604738863092,
0.15270727392106592,0.02375124925957652,0.00041302385927933496,
0.16255935626530915,0.026630598612538855,0.0004285939796784552,
0.17241143826459462,0.029598237903165542,0.0004577518653012145,
0.18226352060883785,0.03297738024451305,0.0004887001369985254,
0.19211560295308114,0.03612538761052263,0.0005395777984366971,
0.20196768495236658,0.040665907837228454,0.0005921822013556177,
0.21181976729660984,0.04363927478813549,0.0006308555022030239,
0.2216718492958953,0.048898774596013765,0.0006746902536241208,
0.23152393164013857,0.0531288425841781,0.0007100717581348802,
0.24137601363942401,0.05643266049241662,0.0007551189696029347,
0.25122809598366724,0.062052990065273206,0.0008096797627183492,
0.26108017832791053,0.06790401629043788,0.0008656548668193444,
0.270932260327196,0.07138094392264019,0.000897291058270512,
0.28078434267143926,0.07606391481855555,0.0009483912442545075,
0.29063642467072476,0.08383329246901684,0.0010169217704057577,
0.30048850701496793,0.0873697846598937,0.0010540403224999983,
0.31034058901425343,0.09320023059456062,0.0011207431260840323,
0.32019267135849666,0.09873338294403614,0.0011555520500173447,
0.33004475370273995,0.10303714129851818,0.0012014125280163566,
0.3398968357020254,0.11011787718931339,0.0013061480930547924,
0.3497489170113953,0.11837550416392022,0.0013185237605463967,
0.3596010007354697,0.12362665405260025,0.001365345905905248,
0.36945308100996627,0.12867575059832273,0.0014473504313879412,
0.37930516473404063,0.13839987615245616,0.0015047134924333584,
0.3891572450085372,0.14442238211017286,0.0015943544894372345,
0.3990093287326115,0.15160243943837676,0.0016023039596278444,
0.4088614124566859,0.15732763379681577,0.001682353620527559,
0.41871349273118247,0.16765307187230516,0.0017531726375080374,
0.42856557645525684,0.17351336809700568,0.001690249130721481,
0.43841765672975347,0.18003088224870478,0.001731937442762878,
0.4482697404538278,0.1916904196664076,0.0017374832351748077,
0.4581218207283244,0.1960544948006111,0.0017988423529634232,
0.4679739044523988,0.20240711891439853,0.0018201542824054068,
0.47782598817647304,0.2130844921822286,0.0018636260657412767,
0.48767806845096967,0.2173087874783994,0.0019019629341472935,
0.49753015217504404,0.22841631407310745,0.0019554219440270646,
0.5073822324495406,0.23460640005429612,0.0020009844533246954,
0.5172343161736149,0.24582815383297943,0.0020354613571838503,
0.5270863964481115,0.255504793145358,0.0020934324461313134,
0.5369384801721859,0.2647768585062029,0.002123266181914644,
0.5467905604466825,0.2669735847450407,0.0021865653784587753,
0.5566426441707569,0.27711089715244436,0.002222321671452733,
0.5664947278948312,0.28728332288518643,0.002271367984499054,
0.5763468081693278,0.2956335876426293,0.0023235128703480382,
0.5861988918934022,0.304602253843227,0.0023585960582685893,
0.5960509721678987,0.3170253493019707,0.002424365754933172,
0.6059030558919731,0.3265027530194295,0.0024777665595489442,
0.6157551361664697,0.3375161902202592,0.00251506428695805,
0.625607219890544,0.34381166400484237,0.0025900912634780867,
0.6354593001650406,0.3535876012704683,0.002614727586164322,
0.645311383889115,0.36413043579045873,0.002683102623590082,
0.6551634676131893,0.37178887416540785,0.0027609770582042604,
0.6650155478876859,0.3841769371397355,0.0027630843072235806,
0.6748676316117602,0.3885223810563774,0.00284948947435792,
0.6847197118862568,0.39905696568511495,0.002872531323504972,
0.6945717956103312,0.40471019185175705,0.002950055688246736,
0.7044238758848278,0.421781734342873,0.0030254147244450063,
0.7142759596089021,0.42776777030023233,0.0030302607757615547,
0.7241280398833988,0.439358089479194,0.003123378012532186,
